time	grad2	ev_time
2013-03-12 08:57:30	-0.26159025645021916	2013-03-12 10:42:30
2013-03-12 08:57:45	-0.2607654993405192	2013-03-12 10:42:30
2013-03-12 08:58:00	-0.25819498853054135	2013-03-12 10:42:30
2013-03-12 08:58:15	-0.25379331647006415	2013-03-12 10:42:30
2013-03-12 08:58:30	-0.24758963375990475	2013-03-12 10:42:30
2013-03-12 08:58:45	-0.23962888560583742	2013-03-12 10:42:30
2013-03-12 08:59:00	-0.22997356182515818	2013-03-12 10:42:30
2013-03-12 08:59:15	-0.21870554860074218	2013-03-12 10:42:30
2013-03-12 08:59:30	-0.20592784658628938	2013-03-12 10:42:30
2013-03-12 08:59:45	-0.1917659133144013	2013-03-12 10:42:30
2013-03-12 09:00:00	-0.17636839916856936	2013-03-12 10:42:30
2013-03-12 09:00:15	-0.15990707474565763	2013-03-12 10:42:30
2013-03-12 09:00:30	-0.14257579191176564	2013-03-12 10:42:30
2013-03-12 09:00:45	-0.12458837903001173	2013-03-12 10:42:30
2013-03-12 09:01:00	-0.10617543950322494	2013-03-12 10:42:30
2013-03-12 09:01:15	-0.0875800977241076	2013-03-12 10:42:30
2013-03-12 09:01:30	-0.06905281272431431	2013-03-12 10:42:30
2013-03-12 09:01:45	-0.05084545169721611	2013-03-12 10:42:30
2013-03-12 09:02:00	-0.03320487745697871	2013-03-12 10:42:30
2013-03-12 09:02:15	-0.016366350481742478	2013-03-12 10:42:30
2013-03-12 09:02:30	-0.0005470730598391715	2013-03-12 10:42:30
2013-03-12 09:02:45	0.014059792785478739	2013-03-12 10:42:30
2013-03-12 09:03:00	0.027290321618140007	2013-03-12 10:42:30
2013-03-12 09:03:15	0.03901396572372339	2013-03-12 10:42:30
2013-03-12 09:03:30	0.04913643375019832	2013-03-12 10:42:30
2013-03-12 09:03:45	0.0576011760129334	2013-03-12 10:42:30
2013-03-12 09:04:00	0.06438942973154364	2013-03-12 10:42:30
2013-03-12 09:04:15	0.06951886193421646	2013-03-12 10:42:30
2013-03-12 09:04:30	0.07304092568064356	2013-03-12 10:42:30
2013-03-12 09:04:45	0.0750371109784062	2013-03-12 10:42:30
2013-03-12 09:05:00	0.07561432154506074	2013-03-12 10:42:30
2013-03-12 09:05:15	0.07489964072728628	2013-03-12 10:42:30
2013-03-12 09:05:30	0.07303476461558313	2013-03-12 10:42:30
2013-03-12 09:05:45	0.07017037920292628	2013-03-12 10:42:30
2013-03-12 09:06:00	0.0664607435283437	2013-03-12 10:42:30
2013-03-12 09:06:15	0.062058714442335385	2013-03-12 10:42:30
2013-03-12 09:06:30	0.057111413018358495	2013-03-12 10:42:30
2013-03-12 09:06:45	0.05175668946882875	2013-03-12 10:42:30
2013-03-12 09:07:00	0.04612049424659846	2013-03-12 10:42:30
2013-03-12 09:07:15	0.04031520940096313	2013-03-12 10:42:30
2013-03-12 09:07:30	0.03443893810127386	2013-03-12 10:42:30
2013-03-12 09:07:45	0.02857569394985051	2013-03-12 10:42:30
2013-03-12 09:08:00	0.022796378263510088	2013-03-12 10:42:30
2013-03-12 09:08:15	0.01716038634150996	2013-03-12 10:42:30
2013-03-12 09:08:30	0.011717646433821708	2013-03-12 10:42:30
2013-03-12 09:08:45	0.006510870982652004	2013-03-12 10:42:30
