start	end
2015-08-17 09:44:15	2015-08-17 09:49:00
2015-08-17 09:49:30	2015-08-17 09:51:00
2015-08-17 09:51:45	2015-08-17 09:57:45
2015-08-17 09:57:45	2015-08-17 10:03:45
2015-08-17 10:03:45	2015-08-17 10:11:30
2015-08-17 10:12:30	2015-08-17 10:24:00
2015-08-17 10:25:30	2015-08-17 10:35:30
2015-08-17 10:37:00	2015-08-17 10:48:00
2015-08-17 10:50:00	2015-08-17 10:59:15
2015-08-17 11:00:45	2015-08-17 11:11:00
2015-08-17 11:13:15	2015-08-17 11:22:30
2015-08-17 11:22:45	2015-08-17 11:23:45
2015-08-17 11:31:15	2015-08-17 11:37:30
2015-08-17 11:39:30	2015-08-17 11:47:15
2015-08-17 11:48:15	2015-08-17 11:55:00
2015-08-17 11:56:30	2015-08-17 12:03:00
2015-08-17 12:05:00	2015-08-17 12:09:45
2015-08-17 12:10:15	2015-08-17 12:11:30
2015-08-17 12:12:30	2015-08-17 12:18:15
2015-08-17 12:19:30	2015-08-17 12:25:45
2015-08-17 12:25:45	2015-08-17 12:26:45
2015-08-17 12:28:30	2015-08-17 12:33:30
2015-08-17 12:34:00	2015-08-17 12:34:15
2015-08-17 12:35:45	2015-08-17 12:43:45
2015-08-17 12:44:45	2015-08-17 12:50:15
2015-08-17 12:51:30	2015-08-17 12:57:15
2015-08-17 12:58:00	2015-08-17 13:00:45
2015-08-17 13:01:30	2015-08-17 13:02:45
2015-08-17 13:04:00	2015-08-17 13:09:00
2015-08-17 13:11:45	2015-08-17 13:18:00
2015-08-17 13:18:30	2015-08-17 13:20:00
2015-08-17 13:20:15	2015-08-17 13:25:00
2015-08-17 13:25:30	2015-08-17 13:28:15
2015-08-17 13:28:30	2015-08-17 13:33:45
2015-08-17 13:34:45	2015-08-17 13:47:45
2015-08-17 13:50:15	2015-08-17 14:35:30
2015-08-17 14:46:00	2015-08-17 15:06:45
2015-08-17 15:12:45	2015-08-17 15:14:30
2015-08-17 15:22:15	2015-08-17 17:41:30
2015-08-17 18:15:00	2015-08-17 18:30:00
2015-08-17 18:42:30	2015-08-17 18:45:15
2015-08-17 20:31:00	2015-08-17 20:35:00
2015-08-17 20:43:30	2015-08-17 21:02:15
2015-08-18 00:11:15	2015-08-18 06:52:15
2015-08-18 07:53:30	2015-08-18 08:04:30
2015-08-18 09:32:45	2015-08-19 23:02:45
2015-08-20 01:57:30	2015-08-20 03:02:30
2015-08-20 04:48:45	2015-08-20 05:32:00
2015-08-21 05:45:15	2015-08-21 05:59:15
2015-08-21 06:11:45	2015-08-21 06:26:30
2015-08-21 06:35:30	2015-08-21 06:49:00
2015-08-21 06:53:45	2015-08-21 07:05:15
2015-08-21 07:22:30	2015-08-21 07:54:00
2015-08-21 09:19:00	2015-08-21 09:56:15
2015-08-21 11:23:15	2015-08-21 13:22:00
2015-08-21 16:14:45	2015-08-21 16:43:30
2015-08-21 17:29:00	2015-08-21 17:59:45
2015-08-21 18:22:30	2015-08-21 18:33:15
2015-08-22 04:14:00	2015-08-23 12:43:00
2015-08-23 16:37:00	2015-08-24 02:39:15
2015-08-24 04:19:45	2015-08-25 19:18:15
2015-08-25 23:19:15	2015-08-26 00:35:15
2015-08-28 08:26:15	2015-08-28 08:35:45
2015-08-29 04:38:30	2015-08-29 07:18:00
2015-08-29 11:01:45	2015-08-29 13:59:00
2015-08-30 21:54:30	2015-09-01 01:24:45
2015-09-02 04:00:15	2015-09-02 06:17:00
2015-09-02 20:05:30	2015-09-02 21:01:30
2015-09-03 08:00:00	2015-09-03 23:32:15
2015-09-04 02:40:15	2015-09-05 22:37:00
2015-09-06 01:20:45	2015-09-06 19:53:00
2015-09-06 22:47:00	2015-09-08 22:57:45
2015-09-09 00:21:45	2015-09-09 04:00:00
2015-09-09 04:37:30	2015-09-09 08:49:30
2015-09-09 09:22:15	2015-09-09 10:29:00
2015-09-09 10:55:45	2015-09-09 17:14:45
2015-09-09 18:52:30	2015-09-09 18:57:15
2015-09-09 23:28:00	2015-09-09 23:32:00
2015-09-10 01:31:45	2015-09-10 04:12:45
2015-09-10 05:31:00	2015-09-10 20:49:30
2015-09-11 01:29:15	2015-09-11 17:08:00
2015-09-11 17:41:30	2015-09-11 18:22:00
2015-09-12 01:48:15	2015-09-12 17:47:45
2015-09-12 20:39:00	2015-09-12 20:50:45
2015-09-12 20:51:00	2015-09-12 21:01:30
2015-09-12 21:02:45	2015-09-13 02:07:00
2015-09-13 03:55:00	2015-09-13 03:59:15
2015-09-13 04:09:30	2015-09-13 04:15:00
2015-09-13 14:05:30	2015-09-13 14:10:45
2015-09-13 14:56:30	2015-09-13 15:00:15
2015-09-13 15:04:00	2015-09-13 15:08:30
2015-09-13 15:11:00	2015-09-13 15:18:15
2015-09-13 15:30:45	2015-09-13 15:34:45
2015-09-13 15:39:15	2015-09-13 15:44:00
2015-09-13 15:48:15	2015-09-13 15:52:15
2015-09-13 16:00:45	2015-09-13 16:22:45
2015-09-13 16:37:45	2015-09-13 16:40:15
2015-09-13 16:54:45	2015-09-13 17:01:30
2015-09-13 17:05:45	2015-09-13 17:11:00
2015-09-13 17:12:15	2015-09-13 17:19:15
2015-09-13 17:21:45	2015-09-13 17:33:00
2015-09-13 17:38:00	2015-09-13 20:48:00
2015-09-13 22:00:45	2015-09-13 22:36:00
2015-09-16 00:03:30	2015-09-16 08:27:00
2015-09-19 03:14:15	2015-09-19 13:52:15
2015-09-21 04:48:45	2015-09-21 19:22:00
2015-09-21 19:26:00	2015-09-21 19:39:30
2015-09-21 19:41:45	2015-09-21 19:48:00
2015-09-21 19:48:15	2015-09-21 20:06:15
2015-09-22 05:33:00	2015-09-22 11:19:00
2015-09-22 12:05:00	2015-09-22 17:40:45
