time_sec,vel_detrended
1294818600.0,-11.481691224487747
1294821300.0,-12.718722808008607
1294824000.0,-13.729356286274054
1294826700.0,-14.166316999454892
1294829400.0,-16.193311413621444
1294832100.0,-17.480695445343514
1294834800.0,-18.40920554545491
1294837500.0,-18.25207195092483
1294840200.0,-18.906239400569973
1294842900.0,-17.496513394058695
1294845600.0,-17.57346694755529
1294848300.0,-19.525208005058175
1294851000.0,-18.573156354105862
1294853700.0,-18.517526893835452
1294856400.0,-19.70822104698516
1294859100.0,-19.691855667944935
1294861800.0,-19.75907749938466
1294864500.0,-20.82377975503036
1294867200.0,-21.413940727348233
1294869900.0,-50.20330187320263
1294872600.0,-58.44751189338726
1294875300.0,-50.429243783657824
1294878000.0,-5.9481322592046695
1294880700.0,-4.5149373530235835
1294883400.0,-4.41014624304583
1294886100.0,-4.099691086160732
1294888800.0,-1.760250346052601
1294891500.0,-1.7554107174830165
1294894200.0,-1.9998235960319448
1294896900.0,-1.8612890036694125
1294899600.0,-1.5562711885922909
1294902300.0,-1.3309527275554842
1294905000.0,-1.521037308709424
1294907700.0,-3.687695272277125
1294910400.0,-28.41715685923367
1294913100.0,3.3909178651082925
1294915800.0,3.904642273092918
1294918500.0,2.9089216597300265
1294921200.0,4.738336386015078
1294923900.0,4.311374937091443
1294926600.0,4.2237002345053725
1294929300.0,4.66493973678655
1294932000.0,4.047654579221216
1294934700.0,4.447983884867824
1294937400.0,4.800625066063446
1294940100.0,4.361167890544209
1294942800.0,4.028019480229034
1294945500.0,3.7256590355770527
1294948200.0,3.932850907395675
1294950900.0,2.570967257882103
1294953600.0,1.939593717545904
1294956300.0,-0.44122151766413253
1294959000.0,-30.944126252784685
1294961700.0,-27.360064489937002
1294964400.0,3.8361956126144605
1294967100.0,6.039046076872182
1294969800.0,6.19003063328779
1294972500.0,6.234058537088174
1294975200.0,6.311710365316912
1294977900.0,7.285084066795662
1294980600.0,7.502438198821608
1294983300.0,8.050778935508276
1294986000.0,8.103131915252732
1294988700.0,8.968328667658113
1294991400.0,9.81474295528443
1294994100.0,11.254866038077353
1294996800.0,11.681001325072998
1294999500.0,41.105774448519696
1295002200.0,41.4608404788421
1295004900.0,9.452675941325083
1295007600.0,7.614095934697843
1295010300.0,6.697259767836954
1295013000.0,7.116797102189423
1295015700.0,7.048243490146831
1295018400.0,6.9034131491575295
