time_sec,vel_detrended
1267509000.0,-4.599906884033032
1267511700.0,-4.703481532674573
1267514400.0,-4.792005688863355
1267517100.0,-4.8622177930039925
1267519800.0,-4.946386052389528
1267522500.0,-4.847779737802057
1267525200.0,-2.8796573264814924
1267527900.0,-2.9292558383866663
1267530600.0,-3.039314270418913
1267533300.0,-3.0466033185066976
1267536000.0,-2.9989030028181674
1267538700.0,-2.910773735274404
1267541400.0,-2.960828861481275
1267544100.0,-2.9722420578981428
1267546800.0,-2.96284344510633
1267549500.0,-2.983701488543943
1267552200.0,-3.018132357306854
1267554900.0,-2.9489765388510705
1267557600.0,-2.9570278241696997
1267560300.0,-2.960406191327081
1267563000.0,-2.966098027723092
1267565700.0,-3.0192947828370507
1267568400.0,-3.0749907325575236
1267571100.0,-3.166682244353524
1267573800.0,-3.2003205236660506
1267576500.0,-3.2259543728872586
1267579200.0,-3.220067969210902
1267581900.0,-3.1862080530372054
1267584600.0,-3.123320755080215
1267587300.0,-3.137940213243951
1267590000.0,-3.0786054275279753
1267592700.0,-3.091619603574941
1267595400.0,-3.0986554592072366
1267598100.0,-3.1490602444184788
1267600800.0,-3.1941017673449323
1267603500.0,-5.167328427867801
1267606200.0,-3.1039856329315967
1267608900.0,-3.0718931301170755
1267611600.0,-3.077177877044278
1267614300.0,-3.106612249190107
1267617000.0,-3.1214068208581125
1267619700.0,-3.0942367455412523
1267622400.0,-3.0160723153692857
1267625100.0,-2.9245458309337096
1267627800.0,-2.969640404219831
1267630500.0,-2.97799496172388
1267633200.0,-3.036093562573967
1267635900.0,-3.0448997563754574
1267638600.0,-3.069912732993089
1267641300.0,-3.0357568291129837
1267644000.0,-2.996438366525126
1267646700.0,-3.050933502672933
1267649400.0,-3.057799105069819
1267652100.0,-3.0550897812053677
1267654800.0,-3.0674327140349646
1267657500.0,-0.95795236695011
1267660200.0,-3.076920959543145
1267662900.0,-3.1440400789418277
1267665600.0,-3.1769507562141825
1267668300.0,-3.1769394945311547
1267671000.0,-3.1353133905557797
1267673700.0,-3.101992739998309
1267676400.0,-3.063649788861426
1267679100.0,-3.054062718190096
1267681800.0,-3.0879597958988256
1267684500.0,-3.0834513165106614
1267687200.0,-3.0744256851804153
1267689900.0,-3.1268713633573952
1267692600.0,-3.3170467202407394
1267695300.0,-3.1866846130577073
1267698000.0,-3.1547397197552414
1267700700.0,-3.2007856235430268
1267703400.0,-3.249284268290694
1267706100.0,-3.266226939058811
1267708800.0,-3.2632731953072494
1267711500.0,-3.121149157681259
1267714200.0,-3.0822078052216284
1267716900.0,-3.062547803872121
1267719600.0,-3.030350728030271
1267722300.0,-3.0417627099404854
1267725000.0,-3.058765601316395
1267727700.0,-3.118643337520041
1267730400.0,-3.1941572795791444
1267733100.0,-3.182117414315144
1267735800.0,-3.2320248497834427
1267738500.0,-3.2210921979838076
1267741200.0,-3.262095375565991
1267743900.0,-3.21996312794829
1267746600.0,-3.2471246676304872
1267749300.0,-5.130078981269662
1267752000.0,-3.180780711104717
1267754700.0,-3.159365752760664
1267757400.0,-3.1561832533068355
1267760100.0,-3.087735726596577
1267762800.0,-3.082030213938424
1267765500.0,-3.1047036752754593
1267768200.0,-3.0707257420847327
1267770900.0,-3.054822732852756
1267773600.0,-3.042450536293984
1267776300.0,-3.114985670572537
1267779000.0,-3.1760785427350697
1267781700.0,-3.7536445018154154
1267784400.0,-3.689617356482927
1267787100.0,-3.3682330075944833
1267789800.0,-3.369855246727525
1267792500.0,-3.3186681418490025
1267795200.0,-3.2918182804861544
1267797900.0,-3.265272506700569
1267800600.0,-3.256288023876948
1267803300.0,-3.248869309672216
1267806000.0,-3.289087530758252
1267808700.0,-3.2968577977133577
1267811400.0,-3.3120933173123603
1267814100.0,-3.321210147442457
1267816800.0,-3.2708074332318233
1267819500.0,-3.317249305578571
1267822200.0,-3.3509641701387523
1267824900.0,-3.391860365704929
1267827600.0,-3.342462975416481
1267830300.0,-3.278965419834151
1267833000.0,-1.80277965649816
1267835700.0,-1.1902696164976305
1267838400.0,-1.2602172229306916
1267841100.0,-3.6494996221935025
1267843800.0,-3.735941618100469
1267846500.0,-3.7111503829884214
1267849200.0,-3.619229983126047
1267851900.0,-3.5945901167869465
1267854600.0,-3.577644571607607
1267857300.0,-3.6352227404923383
1267860000.0,-3.5605025770761927
1267862700.0,-3.583369352291868
1267865400.0,-3.6167028626253455
1267868100.0,-3.650098978113533
1267870800.0,-3.6038244829146606
1267873500.0,-1.8669940058156271
1267876200.0,-3.710716760364278
1267878900.0,-3.860493877777742
1267881600.0,-3.7792822535927826
1267884300.0,-3.8199512362734254
1267887000.0,-3.736402810811569
1267889700.0,-3.6864352610239735
1267892400.0,-3.6620280715743547
1267895100.0,-3.6433899778458567
1267897800.0,-3.6638871016671146
1267900500.0,-3.6934676181608666
1267903200.0,-3.6799484513576317
1267905900.0,-3.678345235938366
1267908600.0,-3.682742685621349
1267911300.0,-3.739835896409204
1267914000.0,-2.593538566253528
1267916700.0,-1.6195183495941023
1267919400.0,-1.6401616021955192
1267922100.0,-1.682803092802999
1267924800.0,-1.7190877131129128
1267927500.0,-1.7517072786349672
1267930200.0,-1.7927558588174293
1267932900.0,-1.804212846097812
1267935600.0,-1.856861746203549
1267938300.0,-1.884424106751169
