time	grad2	ev_time
2013-04-13 03:39:45	0.6226270180070382	2013-04-13 04:46:30
2013-04-13 03:40:00	0.6197297818100328	2013-04-13 04:46:30
2013-04-13 03:40:15	0.6108926536933362	2013-04-13 04:46:30
2013-04-13 03:40:30	0.595727536519401	2013-04-13 04:46:30
2013-04-13 03:40:45	0.5737623995720528	2013-04-13 04:46:30
2013-04-13 03:41:00	0.5446747143494979	2013-04-13 04:46:30
2013-04-13 03:41:15	0.5085243616688128	2013-04-13 04:46:30
2013-04-13 03:41:30	0.46593475881425106	2013-04-13 04:46:30
2013-04-13 03:41:45	0.4181791027044012	2013-04-13 04:46:30
2013-04-13 03:42:00	0.367149544460816	2013-04-13 04:46:30
2013-04-13 03:42:15	0.3152103631815691	2013-04-13 04:46:30
2013-04-13 03:42:30	0.26495737077812526	2013-04-13 04:46:30
2013-04-13 03:42:45	0.21892160144249895	2013-04-13 04:46:30
2013-04-13 03:43:00	0.17926388705605653	2013-04-13 04:46:30
2013-04-13 03:43:15	0.1475075690807892	2013-04-13 04:46:30
2013-04-13 03:43:30	0.12434989344966989	2013-04-13 04:46:30
2013-04-13 03:43:45	0.10958007262278267	2013-04-13 04:46:30
2013-04-13 03:44:00	0.10211574564741392	2013-04-13 04:46:30
2013-04-13 03:44:15	0.10015214617683728	2013-04-13 04:46:30
2013-04-13 03:44:30	0.10140224300737144	2013-04-13 04:46:30
2013-04-13 03:44:45	0.10339368102116941	2013-04-13 04:46:30
2013-04-13 03:45:00	0.10378116032886209	2013-04-13 04:46:30
2013-04-13 03:45:15	0.1006317882673343	2013-04-13 04:46:30
2013-04-13 03:45:30	0.09264587670053674	2013-04-13 04:46:30
2013-04-13 03:45:45	0.07928573782426586	2013-04-13 04:46:30
2013-04-13 03:46:00	0.06079865448537176	2013-04-13 04:46:30
2013-04-13 03:46:15	0.03813530522058646	2013-04-13 04:46:30
2013-04-13 03:46:30	0.012779298520295015	2013-04-13 04:46:30
2013-04-13 03:46:45	-0.013484911294525777	2013-04-13 04:46:30
2013-04-13 03:47:00	-0.03883112777358099	2013-04-13 04:46:30
2013-04-13 03:47:15	-0.06164072867464535	2013-04-13 04:46:30
2013-04-13 03:47:30	-0.08070833609038447	2013-04-13 04:46:30
2013-04-13 03:47:45	-0.09537739917133807	2013-04-13 04:46:30
2013-04-13 03:48:00	-0.10558989926317794	2013-04-13 04:46:30
2013-04-13 03:48:15	-0.11184671180683999	2013-04-13 04:46:30
2013-04-13 03:48:30	-0.11508749461016073	2013-04-13 04:46:30
2013-04-13 03:48:45	-0.11650973903524167	2013-04-13 04:46:30
2013-04-13 03:49:00	-0.1173544773694225	2013-04-13 04:46:30
2013-04-13 03:49:15	-0.11869011483612793	2013-04-13 04:46:30
2013-04-13 03:49:30	-0.12122546473838088	2013-04-13 04:46:30
2013-04-13 03:49:45	-0.12517839844658413	2013-04-13 04:46:30
2013-04-13 03:50:00	-0.1302182592906698	2013-04-13 04:46:30
2013-04-13 03:50:15	-0.13548953498560715	2013-04-13 04:46:30
2013-04-13 03:50:30	-0.13971279961286914	2013-04-13 04:46:30
2013-04-13 03:50:45	-0.14134830707213594	2013-04-13 04:46:30
2013-04-13 03:51:00	-0.13879938009559986	2013-04-13 04:46:30
2013-04-13 03:51:15	-0.13062803277306878	2013-04-13 04:46:30
2013-04-13 03:51:30	-0.11575464801558207	2013-04-13 04:46:30
2013-04-13 03:51:45	-0.09361689282435658	2013-04-13 04:46:30
2013-04-13 03:52:00	-0.06426964529722877	2013-04-13 04:46:30
2013-04-13 03:52:15	-0.02841629664108858	2013-04-13 04:46:30
2013-04-13 03:52:30	0.012629086856969278	2013-04-13 04:46:30
2013-04-13 03:52:45	0.05704101243931935	2013-04-13 04:46:30
2013-04-13 03:53:00	0.1026292116530743	2013-04-13 04:46:30
2013-04-13 03:53:15	0.14701496611829193	2013-04-13 04:46:30
2013-04-13 03:53:30	0.18781828360108094	2013-04-13 04:46:30
2013-04-13 03:53:45	0.2228382426975192	2013-04-13 04:46:30
2013-04-13 03:54:00	0.2502115659082555	2013-04-13 04:46:30
2013-04-13 03:54:15	0.26853811938684446	2013-04-13 04:46:30
2013-04-13 03:54:30	0.2769659722162685	2013-04-13 04:46:30
2013-04-13 03:54:45	0.2752324607296901	2013-04-13 04:46:30
2013-04-13 03:55:00	0.2636611644133096	2013-04-13 04:46:30
2013-04-13 03:55:15	0.24311772142737334	2013-04-13 04:46:30
2013-04-13 03:55:30	0.21492998163823643	2013-04-13 04:46:30
2013-04-13 03:55:45	0.18078011512394626	2013-04-13 04:46:30
2013-04-13 03:56:00	0.14257793564055532	2013-04-13 04:46:30
2013-04-13 03:56:15	0.10232578144313145	2013-04-13 04:46:30
2013-04-13 03:56:30	0.06198569603371958	2013-04-13 04:46:30
2013-04-13 03:56:45	0.023359235699031002	2013-04-13 04:46:30
2013-04-13 03:57:00	-0.012011088896893007	2013-04-13 04:46:30
2013-04-13 03:57:15	-0.042911939515129165	2013-04-13 04:46:30
2013-04-13 03:57:30	-0.06849699335026153	2013-04-13 04:46:30
2013-04-13 03:57:45	-0.08829203092022778	2013-04-13 04:46:30
2013-04-13 03:58:00	-0.1021702038757328	2013-04-13 04:46:30
2013-04-13 03:58:15	-0.11030340066916557	2013-04-13 04:46:30
