time	grad2	ev_time
2013-04-13 02:48:15	-0.09946959821188837	2013-04-13 04:46:30
2013-04-13 02:48:30	-0.0990828464895174	2013-04-13 04:46:30
2013-04-13 02:48:45	-0.09795261851537394	2013-04-13 04:46:30
2013-04-13 02:49:00	-0.09612910455020575	2013-04-13 04:46:30
2013-04-13 02:49:15	-0.09366054162149187	2013-04-13 04:46:30
2013-04-13 02:49:30	-0.09061051003131955	2013-04-13 04:46:30
2013-04-13 02:49:45	-0.08705681916096619	2013-04-13 04:46:30
2013-04-13 02:50:00	-0.08309005976062005	2013-04-13 04:46:30
2013-04-13 02:50:15	-0.07881178901733141	2013-04-13 04:46:30
2013-04-13 02:50:30	-0.07433232667165916	2013-04-13 04:46:30
2013-04-13 02:50:45	-0.06976815717970353	2013-04-13 04:46:30
2013-04-13 02:51:00	-0.06523895306537023	2013-04-13 04:46:30
2013-04-13 02:51:15	-0.060864257105740296	2013-04-13 04:46:30
2013-04-13 02:51:30	-0.056759884860600456	2013-04-13 04:46:30
2013-04-13 02:51:45	-0.05303413325393932	2013-04-13 04:46:30
2013-04-13 02:52:00	-0.049783904242486035	2013-04-13 04:46:30
2013-04-13 02:52:15	-0.0470908736891844	2013-04-13 04:46:30
2013-04-13 02:52:30	-0.04501785289687919	2013-04-13 04:46:30
2013-04-13 02:52:45	-0.043605502334029315	2013-04-13 04:46:30
2013-04-13 02:53:00	-0.04286956251891734	2013-04-13 04:46:30
2013-04-13 02:53:15	-0.04279876472282657	2013-04-13 04:46:30
2013-04-13 02:53:30	-0.04335357339636131	2013-04-13 04:46:30
2013-04-13 02:53:45	-0.044465892740602475	2013-04-13 04:46:30
2013-04-13 02:54:00	-0.046039841784507714	2013-04-13 04:46:30
2013-04-13 02:54:15	-0.04795366623028066	2013-04-13 04:46:30
2013-04-13 02:54:30	-0.05006281208947264	2013-04-13 04:46:30
2013-04-13 02:54:45	-0.05220413700926993	2013-04-13 04:46:30
2013-04-13 02:55:00	-0.054201181800870135	2013-04-13 04:46:30
2013-04-13 02:55:15	-0.05587036902796554	2013-04-13 04:46:30
2013-04-13 02:55:30	-0.05702793997105746	2013-04-13 04:46:30
2013-04-13 02:55:45	-0.05749738859858782	2013-04-13 04:46:30
2013-04-13 02:56:00	-0.05711710443532963	2013-04-13 04:46:30
2013-04-13 02:56:15	-0.05574789879416129	2013-04-13 04:46:30
2013-04-13 02:56:30	-0.053280064272407446	2013-04-13 04:46:30
2013-04-13 02:56:45	-0.049639609207647734	2013-04-13 04:46:30
2013-04-13 02:57:00	-0.04479332005002233	2013-04-13 04:46:30
2013-04-13 02:57:15	-0.038752337587749174	2013-04-13 04:46:30
2013-04-13 02:57:30	-0.0315739885070049	2013-04-13 04:46:30
2013-04-13 02:57:45	-0.023361690813783167	2013-04-13 04:46:30
2013-04-13 02:58:00	-0.014262846880389342	2013-04-13 04:46:30
2013-04-13 02:58:15	-0.0044647456944381676	2013-04-13 04:46:30
2013-04-13 02:58:30	0.005811391285761279	2013-04-13 04:46:30
2013-04-13 02:58:45	0.016317977247782858	2013-04-13 04:46:30
2013-04-13 02:59:00	0.02678990055654866	2013-04-13 04:46:30
2013-04-13 02:59:15	0.036954224105147544	2013-04-13 04:46:30
2013-04-13 02:59:30	0.04654028126049082	2013-04-13 04:46:30
2013-04-13 02:59:45	0.05528968957774771	2013-04-13 04:46:30
2013-04-13 03:00:00	0.06296581839847165	2013-04-13 04:46:30
2013-04-13 03:00:15	0.06936229038475807	2013-04-13 04:46:30
2013-04-13 03:00:30	0.07431016484018926	2013-04-13 04:46:30
2013-04-13 03:00:45	0.07768353539625249	2013-04-13 04:46:30
2013-04-13 03:01:00	0.07940336851898833	2013-04-13 04:46:30
2013-04-13 03:01:15	0.07943950460520037	2013-04-13 04:46:30
2013-04-13 03:01:30	0.07781083331812944	2013-04-13 04:46:30
2013-04-13 03:01:45	0.07458373377202157	2013-04-13 04:46:30
2013-04-13 03:02:00	0.06986893444182296	2013-04-13 04:46:30
2013-04-13 03:02:15	0.06381699532771383	2013-04-13 04:46:30
2013-04-13 03:02:30	0.05661264583593182	2013-04-13 04:46:30
2013-04-13 03:02:45	0.04846822754435915	2013-04-13 04:46:30
2013-04-13 03:03:00	0.03961649423749665	2013-04-13 04:46:30
2013-04-13 03:03:15	0.03030301578486692	2013-04-13 04:46:30
2013-04-13 03:03:30	0.020778421204054726	2013-04-13 04:46:30
2013-04-13 03:03:45	0.011290702750828307	2013-04-13 04:46:30
2013-04-13 03:04:00	0.0020777893376733676	2013-04-13 04:46:30
2013-04-13 03:04:15	-0.00663941499764053	2013-04-13 04:46:30
2013-04-13 03:04:30	-0.0146633437210476	2013-04-13 04:46:30
2013-04-13 03:04:45	-0.02182526012496166	2013-04-13 04:46:30
2013-04-13 03:05:00	-0.027989772886271615	2013-04-13 04:46:30
2013-04-13 03:05:15	-0.033058237867764476	2013-04-13 04:46:30
2013-04-13 03:05:30	-0.0369709347730965	2013-04-13 04:46:30
2013-04-13 03:05:45	-0.03970793979447278	2013-04-13 04:46:30
2013-04-13 03:06:00	-0.04128865460336587	2013-04-13 04:46:30
2013-04-13 03:06:15	-0.0417699966543276	2013-04-13 04:46:30
2013-04-13 03:06:30	-0.04124330369059742	2013-04-13 04:46:30
2013-04-13 03:06:45	-0.03983005390552154	2013-04-13 04:46:30
2013-04-13 03:07:00	-0.03767654954688358	2013-04-13 04:46:30
2013-04-13 03:07:15	-0.034947753046239545	2013-04-13 04:46:30
2013-04-13 03:07:30	-0.03182049855793859	2013-04-13 04:46:30
2013-04-13 03:07:45	-0.028476326253664294	2013-04-13 04:46:30
2013-04-13 03:08:00	-0.02509420079318614	2013-04-13 04:46:30
2013-04-13 03:08:15	-0.021843378932097434	2013-04-13 04:46:30
