time	la09x
2013-04-13 02:48:15	0.0
2013-04-13 02:48:30	0.008443404629360884
2013-04-13 02:48:45	0.0005518525140359998
2013-04-13 02:49:00	0.0035701089655049145
2013-04-13 02:49:15	0.005678122630342841
2013-04-13 02:49:30	-0.00019099999917671084
2013-04-13 02:49:45	-0.010234921239316463
2013-04-13 02:50:00	-0.00295585097046569
2013-04-13 02:50:15	0.007309612701646984
2013-04-13 02:50:30	-0.0002066156594082713
2013-04-13 02:50:45	0.012118268408812582
2013-04-13 02:51:00	0.0029377990285865963
2013-04-13 02:51:15	0.004978279059287161
2013-04-13 02:51:30	0.0028822989552281797
2013-04-13 02:51:45	0.009052762994542718
2013-04-13 02:52:00	0.0024008743348531425
2013-04-13 02:52:15	-0.0010232490603812039
2013-04-13 02:52:30	0.002059418533463031
2013-04-13 02:52:45	0.004571295285131782
2013-04-13 02:53:00	0.005592308123596013
2013-04-13 02:53:15	0.007209528877865523
2013-04-13 02:53:30	0.006424328021239489
2013-04-13 02:53:45	0.011459655303042382
2013-04-13 02:54:00	0.014061357185710222
2013-04-13 02:54:15	0.015124948462471366
2013-04-13 02:54:30	0.005192458396777511
2013-04-13 02:54:45	0.015881842060480267
2013-04-13 02:55:00	0.01337443565716967
2013-04-13 02:55:15	0.01345065189525485
2013-04-13 02:55:30	0.015129619918297976
2013-04-13 02:55:45	0.01293023070320487
2013-04-13 02:56:00	0.014123305445536971
2013-04-13 02:56:15	0.012294568994548172
2013-04-13 02:56:30	0.012388177739921957
2013-04-13 02:56:45	0.015700869669672102
2013-04-13 02:57:00	0.00957742502214387
2013-04-13 02:57:15	0.015032887575216591
2013-04-13 02:57:30	0.013764916511718184
2013-04-13 02:57:45	0.013358160795178264
2013-04-13 02:58:00	0.012073026038706303
2013-04-13 02:58:15	0.022042277501896024
2013-04-13 02:58:30	0.005562222620937973
2013-04-13 02:58:45	0.011439598514698446
2013-04-13 02:59:00	0.008153437869623303
2013-04-13 02:59:15	-0.0003624013625085354
2013-04-13 02:59:30	0.0012768820743076503
2013-04-13 02:59:45	0.005315493792295456
2013-04-13 03:00:00	0.008134498435538262
2013-04-13 03:00:15	0.009372155764140189
2013-04-13 03:00:30	0.010970437491778284
2013-04-13 03:00:45	0.0034314866643399
2013-04-13 03:01:00	0.00845366227440536
2013-04-13 03:01:15	0.004409034154377878
2013-04-13 03:01:30	0.007670237508136779
2013-04-13 03:01:45	0.010526462050620466
2013-04-13 03:02:00	0.008717554388567805
2013-04-13 03:02:15	0.007505970832426101
2013-04-13 03:02:30	0.007543191139120609
2013-04-13 03:02:45	0.014720858540385962
2013-04-13 03:03:00	0.014588912134058774
2013-04-13 03:03:15	0.0070345752174034715
2013-04-13 03:03:30	0.015051167691126466
2013-04-13 03:03:45	0.01573184394510463
2013-04-13 03:04:00	0.0105703582521528
2013-04-13 03:04:15	0.014018779445905238
2013-04-13 03:04:30	0.017316973651759326
2013-04-13 03:04:45	0.018575805821456015
2013-04-13 03:05:00	0.014670258446130902
2013-04-13 03:05:15	0.023808836878743023
2013-04-13 03:05:30	0.018221428443212062
2013-04-13 03:05:45	0.016526414430700243
2013-04-13 03:06:00	0.030964213074184954
2013-04-13 03:06:15	0.007843185623642057
2013-04-13 03:06:30	0.02334457531105727
2013-04-13 03:06:45	0.016996922087855637
2013-04-13 03:07:00	0.012853556603658944
2013-04-13 03:07:15	0.01580740138888359
2013-04-13 03:07:30	0.016409854928497225
2013-04-13 03:07:45	0.015802272537257522
2013-04-13 03:08:00	0.01810151635436341
2013-04-13 03:08:15	0.011233441182412207
2013-04-13 03:08:30	0.016289943014271557
2013-04-13 03:08:45	0.01222815178334713
2013-04-13 03:09:00	0.010653050383552909
2013-04-13 03:09:15	0.016019804636016488
2013-04-13 03:09:30	0.010096069308929145
2013-04-13 03:09:45	0.015277611091732979
2013-04-13 03:10:00	0.015198930574115366
2013-04-13 03:10:15	0.01555777812609449
2013-04-13 03:10:30	0.016380428860429674
2013-04-13 03:10:45	0.01100654003676027
2013-04-13 03:11:00	0.00990572856971994
2013-04-13 03:11:15	0.006081755389459431
2013-04-13 03:11:30	0.011062928242608905
2013-04-13 03:11:45	0.01584997941972688
2013-04-13 03:12:00	0.019469343242235482
