StartTime,EndTime,XX,XX,XX,XX
2008.9893012553,2008.9893768601,0.0000000000,0.0000000000,0.0011189516,-0.9001593669
2008.9909796827,2008.9910552876,0.0000000000,0.0000000000,0.0016028226,0.5474446942
2008.9938224247,2008.9938927372,0.0000000000,0.0000000000,0.0027671371,0.4712906184
2008.9949965678,2008.9950721726,0.0000000000,0.0000000000,0.0011038306,-0.7288540248
2008.9965540275,2008.9966069509,0.0000000000,0.0000000000,0.0014818548,0.4789993619
2008.9993060436,2008.9993536747,0.0000000000,0.0000000000,0.0026990927,0.4326696103
2009.0005935940,2009.0006691989,0.0000000000,0.0000000000,0.0012399194,-0.5759469900
2009.0020905698,2009.0021510537,0.0000000000,0.0000000000,0.0014213710,0.3350802051
2009.0047216182,2009.0048070517,0.0000000000,0.0000000000,0.0025705645,0.4170676879
2009.0065837654,2009.0066593702,0.0000000000,0.0000000000,0.0017767137,-0.0509290876
2009.0077858823,2009.0078388057,0.0000000000,0.0000000000,0.0011265121,-0.0539985379
2009.0094189468,2009.0095096726,0.0000000000,0.0000000000,0.0015801411,0.0251384799
2009.0106815476,2009.0107821021,0.0000000000,0.0000000000,0.0011718750,-0.2892082922
2009.0122563964,2009.0123093198,0.0000000000,0.0000000000,0.0014742944,0.1164686861
2009.0150764569,2009.0151445013,0.0000000000,0.0000000000,0.0027671371,0.2447459730
2009.0161273642,2009.0161901162,0.0000000000,0.0000000000,0.0009828629,-0.4822028529
2009.0177853783,2009.0178609831,0.0000000000,0.0000000000,0.0015952621,0.5428148225
2009.0187833622,2009.0188514065,0.0000000000,0.0000000000,0.0009223790,-0.6806152287
2009.0206886041,2009.0207793299,0.0000000000,0.0000000000,0.0018371976,0.6492562440
2009.0216487855,2009.0217266585,0.0000000000,0.0000000000,0.0008694556,-0.9684104259
2009.0235411747,2009.0236243400,0.0000000000,0.0000000000,0.0018145161,0.8015159213
2009.0244408722,2009.0245089166,0.0000000000,0.0000000000,0.0008165323,-1.1888135588
2009.0263536747,2009.0264292795,0.0000000000,0.0000000000,0.0018447581,0.9752457490
2009.0272231303,2009.0273463662,0.0000000000,0.0000000000,0.0007938508,-1.3116793033
2009.0291986847,2009.0292969710,0.0000000000,0.0000000000,0.0018523185,1.0400305525
2009.0300530194,2009.0301513057,0.0000000000,0.0000000000,0.0007560484,-1.3693490088
2009.0321850759,2009.0322629489,0.0000000000,0.0000000000,0.0020337702,0.8133816791
2009.0330719206,2009.0331475255,0.0000000000,0.0000000000,0.0008089718,-1.3367589284
2009.0351132513,2009.0351888561,0.0000000000,0.0000000000,0.0019657258,0.5455306655
2009.0374796827,2009.0375651162,0.0000000000,0.0000000000,0.0022908266,0.5691243545
2009.0384648138,2009.0385479791,0.0000000000,0.0000000000,0.0008996976,-0.8525793483
2009.0400147130,2009.0400903178,0.0000000000,0.0000000000,0.0014667339,0.1681586427
2009.0413529186,2009.0414285235,0.0000000000,0.0000000000,0.0012626008,-0.6623420930
2009.0428725759,2009.0429428884,0.0000000000,0.0000000000,0.0014440524,-0.0095135104
2009.0445986343,2009.0446742392,0.0000000000,0.0000000000,0.0016557460,-0.1823650116
2009.0458234327,2009.0458990376,0.0000000000,0.0000000000,0.0011491935,-0.2533616555
2009.0478194005,2009.0479199549,0.0000000000,0.0000000000,0.0019203629,0.3201005753
2009.0488952573,2009.0489935436,0.0000000000,0.0000000000,0.0009753024,-0.5605993784
2009.0504829589,2009.0505510033,0.0000000000,0.0000000000,0.0014894153,0.2767899066
2009.0515641081,2009.0516321525,0.0000000000,0.0000000000,0.0010131048,-0.6463616564
2009.0532803380,2009.0533355295,0.0000000000,0.0000000000,0.0016481855,0.3255160230
2009.0543486343,2009.0544166787,0.0000000000,0.0000000000,0.0010131048,-0.6908747810
2009.0561329085,2009.0561858319,0.0000000000,0.0000000000,0.0017162298,0.3745167034
2009.0572140577,2009.0572821021,0.0000000000,0.0000000000,0.0010282258,-0.8235824909
2009.0590134529,2009.0590762049,0.0000000000,0.0000000000,0.0017313508,0.4162253595
2009.0600968702,2009.0601649146,0.0000000000,0.0000000000,0.0010206653,-0.9454991288
2009.0618735839,2009.0619416283,0.0000000000,0.0000000000,0.0017086694,0.4645205826
2009.0629849751,2009.0630757009,0.0000000000,0.0000000000,0.0010433468,-1.0059181187
2009.0647616888,2009.0648244408,0.0000000000,0.0000000000,0.0016859879,0.5021962555
2009.0660038763,2009.0660719206,0.0000000000,0.0000000000,0.0011794355,-0.7975488197
