time	gz05x	start
2013-05-07 00:52:30	0.0	2013-05-07 02:24:30
2013-05-07 00:52:45	-0.011606658023083583	2013-05-07 02:24:30
2013-05-07 00:53:00	-0.005016422655899078	2013-05-07 02:24:30
2013-05-07 00:53:15	-0.005616766604362056	2013-05-07 02:24:30
2013-05-07 00:53:30	-0.007944639859488234	2013-05-07 02:24:30
2013-05-07 00:53:45	-0.002753986162133515	2013-05-07 02:24:30
2013-05-07 00:54:00	-0.0019033261050935835	2013-05-07 02:24:30
2013-05-07 00:54:15	-3.713226760737598e-05	2013-05-07 02:24:30
2013-05-07 00:54:30	0.0007431580743286759	2013-05-07 02:24:30
2013-05-07 00:54:45	-0.005156632803846151	2013-05-07 02:24:30
2013-05-07 00:55:00	-0.007015565148321912	2013-05-07 02:24:30
2013-05-07 00:55:15	0.0016382125613745302	2013-05-07 02:24:30
2013-05-07 00:55:30	-0.0010711054783314466	2013-05-07 02:24:30
2013-05-07 00:55:45	-0.010733409260865301	2013-05-07 02:24:30
2013-05-07 00:56:00	-0.0019630471942946315	2013-05-07 02:24:30
2013-05-07 00:56:15	-0.004974103067070246	2013-05-07 02:24:30
2013-05-07 00:56:30	-0.0011422578827477992	2013-05-07 02:24:30
2013-05-07 00:56:45	-0.007418560620862991	2013-05-07 02:24:30
2013-05-07 00:57:00	-0.0061636134632863104	2013-05-07 02:24:30
2013-05-07 00:57:15	-0.010779898817418143	2013-05-07 02:24:30
2013-05-07 00:57:30	-0.009194654616294429	2013-05-07 02:24:30
2013-05-07 00:57:45	-0.013865728076780215	2013-05-07 02:24:30
2013-05-07 00:58:00	-0.006164651014842093	2013-05-07 02:24:30
2013-05-07 00:58:15	0.009315134841017425	2013-05-07 02:24:30
2013-05-07 00:58:30	-0.006470792897744104	2013-05-07 02:24:30
2013-05-07 00:58:45	-0.0037417446437757462	2013-05-07 02:24:30
2013-05-07 00:59:00	-0.005580671626375988	2013-05-07 02:24:30
2013-05-07 00:59:15	-0.008334129175636917	2013-05-07 02:24:30
2013-05-07 00:59:30	-0.006294741644524038	2013-05-07 02:24:30
2013-05-07 00:59:45	-0.006146995205199346	2013-05-07 02:24:30
2013-05-07 01:00:00	-0.005374241009121761	2013-05-07 02:24:30
2013-05-07 01:00:15	-0.015135219058720395	2013-05-07 02:24:30
2013-05-07 01:00:30	-0.01299715813365765	2013-05-07 02:24:30
2013-05-07 01:00:45	-0.014166154171107337	2013-05-07 02:24:30
2013-05-07 01:01:00	-0.005887850682483986	2013-05-07 02:24:30
2013-05-07 01:01:15	-0.004574219376081601	2013-05-07 02:24:30
2013-05-07 01:01:30	-0.009016528259962797	2013-05-07 02:24:30
2013-05-07 01:01:45	-0.00730301407747902	2013-05-07 02:24:30
2013-05-07 01:02:00	-0.008879684493876994	2013-05-07 02:24:30
2013-05-07 01:02:15	-0.014140708110062405	2013-05-07 02:24:30
2013-05-07 01:02:30	-0.008166651154169813	2013-05-07 02:24:30
2013-05-07 01:02:45	-0.004290666460292414	2013-05-07 02:24:30
2013-05-07 01:03:00	-0.004876466671703383	2013-05-07 02:24:30
2013-05-07 01:03:15	0.0026771182019729167	2013-05-07 02:24:30
2013-05-07 01:03:30	-0.007547614339273423	2013-05-07 02:24:30
2013-05-07 01:03:45	-0.001698970329016447	2013-05-07 02:24:30
2013-05-07 01:04:00	-0.003593214409193024	2013-05-07 02:24:30
2013-05-07 01:04:15	-0.007297043950529769	2013-05-07 02:24:30
2013-05-07 01:04:30	-0.0029946912254672498	2013-05-07 02:24:30
2013-05-07 01:04:45	-0.000541659799637273	2013-05-07 02:24:30
2013-05-07 01:05:00	0.0018212710856460035	2013-05-07 02:24:30
2013-05-07 01:05:15	0.0016579433577135205	2013-05-07 02:24:30
