time	gz05x	start
2013-04-28 02:41:15	0.0	2013-04-28 04:23:45
2013-04-28 02:41:30	9.670958388596773e-05	2013-04-28 04:23:45
2013-04-28 02:41:45	-0.001739224884659052	2013-04-28 04:23:45
2013-04-28 02:42:00	0.006498098256997764	2013-04-28 04:23:45
2013-04-28 02:42:15	-0.0010954647732432932	2013-04-28 04:23:45
2013-04-28 02:42:30	-0.0005800342769362032	2013-04-28 04:23:45
2013-04-28 02:42:45	0.0016214661009144038	2013-04-28 04:23:45
2013-04-28 02:43:00	0.004234888416249305	2013-04-28 04:23:45
2013-04-28 02:43:15	0.007179884851211682	2013-04-28 04:23:45
2013-04-28 02:43:30	-0.0010466057865414768	2013-04-28 04:23:45
2013-04-28 02:43:45	-0.005423421040177345	2013-04-28 04:23:45
2013-04-28 02:44:00	-0.0012852422369178385	2013-04-28 04:23:45
2013-04-28 02:44:15	-0.010804650926729664	2013-04-28 04:23:45
2013-04-28 02:44:30	0.00015350675676018	2013-04-28 04:23:45
2013-04-28 02:44:45	0.013098826806526631	2013-04-28 04:23:45
2013-04-28 02:45:00	0.0012332263286225498	2013-04-28 04:23:45
2013-04-28 02:45:15	-0.0029987677407916635	2013-04-28 04:23:45
2013-04-28 02:45:30	-0.0003658276400528848	2013-04-28 04:23:45
2013-04-28 02:45:45	0.005294082744512707	2013-04-28 04:23:45
2013-04-28 02:46:00	0.002127203159034252	2013-04-28 04:23:45
2013-04-28 02:46:15	0.0005535872769542038	2013-04-28 04:23:45
2013-04-28 02:46:30	-0.001916022301884368	2013-04-28 04:23:45
2013-04-28 02:46:45	-0.005213995813392103	2013-04-28 04:23:45
2013-04-28 02:47:00	-0.0024607943487353623	2013-04-28 04:23:45
2013-04-28 02:47:15	0.001759489328833297	2013-04-28 04:23:45
2013-04-28 02:47:30	0.005231626186287031	2013-04-28 04:23:45
2013-04-28 02:47:45	-0.0016705873713362962	2013-04-28 04:23:45
2013-04-28 02:48:00	-0.0004998166114091873	2013-04-28 04:23:45
