time	la10x	start
2013-04-28 02:41:15	0.0	2013-04-28 04:23:45
2013-04-28 02:41:30	0.0015243575035128742	2013-04-28 04:23:45
2013-04-28 02:41:45	-0.001296275237109512	2013-04-28 04:23:45
2013-04-28 02:42:00	0.004686206812039018	2013-04-28 04:23:45
2013-04-28 02:42:15	0.004511683218879625	2013-04-28 04:23:45
2013-04-28 02:42:30	0.005262499413220212	2013-04-28 04:23:45
2013-04-28 02:42:45	0.006674353644484654	2013-04-28 04:23:45
2013-04-28 02:43:00	0.009464710659813136	2013-04-28 04:23:45
2013-04-28 02:43:15	0.016465248947497457	2013-04-28 04:23:45
2013-04-28 02:43:30	0.009908852021908388	2013-04-28 04:23:45
2013-04-28 02:43:45	0.00855265450081788	2013-04-28 04:23:45
2013-04-28 02:44:00	0.007898260140791535	2013-04-28 04:23:45
2013-04-28 02:44:15	0.00014291948173195124	2013-04-28 04:23:45
2013-04-28 02:44:30	0.009796488040592521	2013-04-28 04:23:45
2013-04-28 02:44:45	0.020276457740692422	2013-04-28 04:23:45
2013-04-28 02:45:00	0.005385491764172912	2013-04-28 04:23:45
2013-04-28 02:45:15	0.004004192538559437	2013-04-28 04:23:45
2013-04-28 02:45:30	0.002879225881770253	2013-04-28 04:23:45
2013-04-28 02:45:45	0.00405971024883911	2013-04-28 04:23:45
2013-04-28 02:46:00	0.004331984848249704	2013-04-28 04:23:45
2013-04-28 02:46:15	0.006729731889208779	2013-04-28 04:23:45
2013-04-28 02:46:30	0.006392779963789508	2013-04-28 04:23:45
2013-04-28 02:46:45	0.006169381289510056	2013-04-28 04:23:45
2013-04-28 02:47:00	0.008094039745628834	2013-04-28 04:23:45
2013-04-28 02:47:15	0.012339811451965943	2013-04-28 04:23:45
2013-04-28 02:47:30	0.009977654146496207	2013-04-28 04:23:45
2013-04-28 02:47:45	0.004962606268236414	2013-04-28 04:23:45
2013-04-28 02:48:00	0.0077503057254944	2013-04-28 04:23:45
2013-04-28 02:48:15	0.0010313408565707505	2013-04-28 04:23:45
2013-04-28 02:48:30	0.002517032844480127	2013-04-28 04:23:45
2013-04-28 02:48:45	0.00241263973293826	2013-04-28 04:23:45
2013-04-28 02:49:00	0.0051396473427303135	2013-04-28 04:23:45
2013-04-28 02:49:15	0.00947799498680979	2013-04-28 04:23:45
2013-04-28 02:49:30	0.0075506800203584135	2013-04-28 04:23:45
2013-04-28 02:49:45	0.005529320769710466	2013-04-28 04:23:45
2013-04-28 02:50:00	0.007935318542877212	2013-04-28 04:23:45
2013-04-28 02:50:15	0.006321180931990966	2013-04-28 04:23:45
2013-04-28 02:50:30	0.002873912046197802	2013-04-28 04:23:45
2013-04-28 02:50:45	0.010142879065824673	2013-04-28 04:23:45
2013-04-28 02:51:00	0.009295500931330025	2013-04-28 04:23:45
2013-04-28 02:51:15	0.009052174224052578	2013-04-28 04:23:45
2013-04-28 02:51:30	0.007747648429358378	2013-04-28 04:23:45
2013-04-28 02:51:45	0.012306599906878546	2013-04-28 04:23:45
2013-04-28 02:52:00	0.008260452974354848	2013-04-28 04:23:45
2013-04-28 02:52:15	0.0027309933211654425	2013-04-28 04:23:45
2013-04-28 02:52:30	0.010535348759731278	2013-04-28 04:23:45
2013-04-28 02:52:45	0.011437055130954832	2013-04-28 04:23:45
2013-04-28 02:53:00	0.008193118148483336	2013-04-28 04:23:45
2013-04-28 02:53:15	-0.0018834751099348068	2013-04-28 04:23:45
2013-04-28 02:53:30	0.00635173637419939	2013-04-28 04:23:45
2013-04-28 02:53:45	0.006651908857747912	2013-04-28 04:23:45
2013-04-28 02:54:00	0.004154803667915985	2013-04-28 04:23:45
2013-04-28 02:54:15	-0.0006632762961089611	2013-04-28 04:23:45
2013-04-28 02:54:30	0.0024033403606154025	2013-04-28 04:23:45
2013-04-28 02:54:45	0.009117130539380014	2013-04-28 04:23:45
2013-04-28 02:55:00	0.002252729289466515	2013-04-28 04:23:45
2013-04-28 02:55:15	0.006617507839109749	2013-04-28 04:23:45
2013-04-28 02:55:30	0.007555993739515543	2013-04-28 04:23:45
2013-04-28 02:55:45	0.01631729496875778	2013-04-28 04:23:45
2013-04-28 02:56:00	0.009275712625822052	2013-04-28 04:23:45
2013-04-28 02:56:15	-0.0016379098524339497	2013-04-28 04:23:45
2013-04-28 02:56:30	0.010436269687488675	2013-04-28 04:23:45
2013-04-28 02:56:45	0.008639916661195457	2013-04-28 04:23:45
2013-04-28 02:57:00	0.009229355026036501	2013-04-28 04:23:45
2013-04-28 02:57:15	0.017104891419876367	2013-04-28 04:23:45
2013-04-28 02:57:30	0.014158609817968681	2013-04-28 04:23:45
2013-04-28 02:57:45	0.009713211562484503	2013-04-28 04:23:45
2013-04-28 02:58:00	0.012352957448456436	2013-04-28 04:23:45
2013-04-28 02:58:15	0.009587562701199204	2013-04-28 04:23:45
2013-04-28 02:58:30	0.01163521286798641	2013-04-28 04:23:45
2013-04-28 02:58:45	0.018550096778199077	2013-04-28 04:23:45
2013-04-28 02:59:00	0.010867265140404925	2013-04-28 04:23:45
2013-04-28 02:59:15	0.012736406381009147	2013-04-28 04:23:45
2013-04-28 02:59:30	0.010819719085702673	2013-04-28 04:23:45
2013-04-28 02:59:45	0.010629392083501443	2013-04-28 04:23:45
2013-04-28 03:00:00	0.011846795619931072	2013-04-28 04:23:45
2013-04-28 03:00:15	0.008350372168933973	2013-04-28 04:23:45
2013-04-28 03:00:30	0.008863315655617043	2013-04-28 04:23:45
2013-04-28 03:00:45	0.009299486147938296	2013-04-28 04:23:45
2013-04-28 03:01:00	0.008667675661854446	2013-04-28 04:23:45
2013-04-28 03:01:15	0.0017080415855161846	2013-04-28 04:23:45
2013-04-28 03:01:30	0.012170601345133036	2013-04-28 04:23:45
2013-04-28 03:01:45	-0.0033523155725561082	2013-04-28 04:23:45
2013-04-28 03:02:00	0.009265224740374833	2013-04-28 04:23:45
2013-04-28 03:02:15	0.009319552453234792	2013-04-28 04:23:45
2013-04-28 03:02:30	0.00758508121361956	2013-04-28 04:23:45
2013-04-28 03:02:45	0.010271184146404266	2013-04-28 04:23:45
2013-04-28 03:03:00	0.008098025224171579	2013-04-28 04:23:45
2013-04-28 03:03:15	0.009534981480101123	2013-04-28 04:23:45
2013-04-28 03:03:30	0.003973776649218053	2013-04-28 04:23:45
2013-04-28 03:03:45	-0.002469067694619298	2013-04-28 04:23:45
2013-04-28 03:04:00	0.002671768859727308	2013-04-28 04:23:45
2013-04-28 03:04:15	0.004256540181813762	2013-04-28 04:23:45
2013-04-28 03:04:30	0.0015150578110478818	2013-04-28 04:23:45
2013-04-28 03:04:45	-0.00030387917649932206	2013-04-28 04:23:45
2013-04-28 03:05:00	0.0019829725206363946	2013-04-28 04:23:45
