time	gz16x	start
2013-04-28 02:41:15	0.0	2013-04-28 04:23:45
2013-04-28 02:41:30	0.0007888708496466279	2013-04-28 04:23:45
2013-04-28 02:41:45	0.0044576227373909205	2013-04-28 04:23:45
2013-04-28 02:42:00	0.006684375723125413	2013-04-28 04:23:45
2013-04-28 02:42:15	0.00427207670873031	2013-04-28 04:23:45
2013-04-28 02:42:30	0.00601651836768724	2013-04-28 04:23:45
2013-04-28 02:42:45	0.004222521849442273	2013-04-28 04:23:45
2013-04-28 02:43:00	0.00378589698811993	2013-04-28 04:23:45
2013-04-28 02:43:15	0.006962790532270446	2013-04-28 04:23:45
2013-04-28 02:43:30	0.005282881087623537	2013-04-28 04:23:45
2013-04-28 02:43:45	-0.003480709157884121	2013-04-28 04:23:45
2013-04-28 02:44:00	0.00437255747965537	2013-04-28 04:23:45
2013-04-28 02:44:15	-0.000559887383133173	2013-04-28 04:23:45
2013-04-28 02:44:30	0.007652990520000458	2013-04-28 04:23:45
2013-04-28 02:44:45	0.018354618892772123	2013-04-28 04:23:45
2013-04-28 02:45:00	0.0029549602477345616	2013-04-28 04:23:45
2013-04-28 02:45:15	0.005297858151607215	2013-04-28 04:23:45
2013-04-28 02:45:30	0.004371995513793081	2013-04-28 04:23:45
2013-04-28 02:45:45	0.005689797748345882	2013-04-28 04:23:45
2013-04-28 02:46:00	0.008751918037887663	2013-04-28 04:23:45
2013-04-28 02:46:15	0.006472304055932909	2013-04-28 04:23:45
2013-04-28 02:46:30	0.008105717570288107	2013-04-28 04:23:45
2013-04-28 02:46:45	0.0043713093909900635	2013-04-28 04:23:45
2013-04-28 02:47:00	0.009425330121302977	2013-04-28 04:23:45
2013-04-28 02:47:15	0.01307785595417954	2013-04-28 04:23:45
2013-04-28 02:47:30	0.006505194207420573	2013-04-28 04:23:45
2013-04-28 02:47:45	0.005111187871079892	2013-04-28 04:23:45
2013-04-28 02:48:00	0.011241107626119629	2013-04-28 04:23:45
2013-04-28 02:48:15	0.012649405631236732	2013-04-28 04:23:45
2013-04-28 02:48:30	0.007649932231288403	2013-04-28 04:23:45
2013-04-28 02:48:45	0.0057870962482411414	2013-04-28 04:23:45
2013-04-28 02:49:00	0.012371553486445919	2013-04-28 04:23:45
2013-04-28 02:49:15	0.012629559001652524	2013-04-28 04:23:45
2013-04-28 02:49:30	0.008133615250699222	2013-04-28 04:23:45
2013-04-28 02:49:45	0.006927403766894713	2013-04-28 04:23:45
2013-04-28 02:50:00	0.0064047132909763604	2013-04-28 04:23:45
2013-04-28 02:50:15	0.0030293535091914237	2013-04-28 04:23:45
2013-04-28 02:50:30	0.006893388752359897	2013-04-28 04:23:45
2013-04-28 02:50:45	0.009977290115784854	2013-04-28 04:23:45
2013-04-28 02:51:00	0.0043310539913363755	2013-04-28 04:23:45
2013-04-28 02:51:15	0.006840652378741652	2013-04-28 04:23:45
2013-04-28 02:51:30	0.0028657125658355653	2013-04-28 04:23:45
2013-04-28 02:51:45	0.003421292843995616	2013-04-28 04:23:45
2013-04-28 02:52:00	0.002927062305388972	2013-04-28 04:23:45
2013-04-28 02:52:15	-0.0019279300468042493	2013-04-28 04:23:45
2013-04-28 02:52:30	0.002301394910318777	2013-04-28 04:23:45
2013-04-28 02:52:45	0.008735253679333255	2013-04-28 04:23:45
2013-04-28 02:53:00	0.0008174543327186257	2013-04-28 04:23:45
2013-04-28 02:53:15	-0.006444845115765929	2013-04-28 04:23:45
2013-04-28 02:53:30	0.006268969242228195	2013-04-28 04:23:45
2013-04-28 02:53:45	0.006288253469392657	2013-04-28 04:23:45
2013-04-28 02:54:00	0.009504153887974098	2013-04-28 04:23:45
2013-04-28 02:54:15	-0.00021875090897083282	2013-04-28 04:23:45
2013-04-28 02:54:30	0.0032626444299239665	2013-04-28 04:23:45
