	time	la01x	la01y	la01res	la05x	la05y	la05res	ressum	event
14625	2011-01-01 12:56:15	-283556.4280397193	-560188.0961510157	0.317632142079128	-231686.34348495348	-585204.3693537381	0.4922424476122134	0.8098745896913414	1.0
14626	2011-01-01 12:56:30	-283556.4281338501	-560188.1011898743	0.317632142079128	-231686.3449789596	-585204.3746194713	0.4922424476122134	0.8098745896913414	1.0
14627	2011-01-01 12:56:45	-283556.42828583444	-560188.0967046374	0.317632142079128	-231686.35117451884	-585204.370539601	0.4922424476122134	0.8098745896913414	1.0
14628	2011-01-01 12:57:00	-283556.4302547585	-560188.1011336125	0.317632142079128	-231686.3503179182	-585204.3760851535	0.4922424476122134	0.8098745896913414	1.0
14629	2011-01-01 12:57:15	-283556.42793598474	-560188.1090893396	0.317632142079128	-231686.3462133937	-585204.380638774	0.4922424476122134	0.8098745896913414	1.0
14630	2011-01-01 12:57:30	-283556.4312350021	-560188.1016547332	0.317632142079128	-231686.34708267916	-585204.3731357914	0.4922424476122134	0.8098745896913414	1.0
14631	2011-01-01 12:57:45	-283556.43385404686	-560188.1050764279	0.317632142079128	-231686.34791479656	-585204.3757349605	0.4922424476122134	0.8098745896913414	1.0
14632	2011-01-01 12:58:00	-283556.4281066915	-560188.1012036214	0.317632142079128	-231686.34538761832	-585204.377060889	0.4922424476122134	0.8098745896913414	1.0
14633	2011-01-01 12:58:15	-283556.4209469216	-560188.1088969621	0.317632142079128	-231686.34243275298	-585204.3788815418	0.4922424476122134	0.8098745896913414	1.0
14634	2011-01-01 12:58:30	-283556.4278401664	-560188.1033731337	0.317632142079128	-231686.34662662118	-585204.3736417494	0.4922424476122134	0.8098745896913414	1.0
14635	2011-01-01 12:58:45	-283556.4291913511	-560188.099976386	0.317632142079128	-231686.34739933469	-585204.3635737932	0.4922424476122134	0.8098745896913414	1.0
14636	2011-01-01 12:59:00	-283556.4298311866	-560188.1057563204	0.317632142079128	-231686.34657410666	-585204.3730117384	0.4922424476122134	0.8098745896913414	1.0
14637	2011-01-01 12:59:15	-283556.42953244125	-560188.1059075395	0.317632142079128	-231686.34648053534	-585204.3743503889	0.4922424476122134	0.8098745896913414	1.0
14638	2011-01-01 12:59:30	-283556.4295587564	-560188.1055551198	0.317632142079128	-231686.34395458395	-585204.371120215	0.4922424476122134	0.8098745896913414	1.0
14639	2011-01-01 12:59:45	-283556.42843343865	-560188.1013773277	0.317632142079128	-231686.34769750905	-585204.3699637674	0.4922424476122134	0.8098745896913414	1.0
14640	2011-01-01 13:00:00	-283556.4298261253	-560188.1037242815	0.317632142079128	-231686.344549158	-585204.3754404344	0.4922424476122134	0.8098745896913414	1.0
14641	2011-01-01 13:00:15	-283556.43013583845	-560188.107975816	0.317632142079128	-231686.3486325416	-585204.3741491971	0.4922424476122134	0.8098745896913414	1.0
14642	2011-01-01 13:00:30	-283556.4269761497	-560188.105845083	0.317632142079128	-231686.34884171275	-585204.3724393782	0.4922424476122134	0.8098745896913414	1.0
14643	2011-01-01 13:00:45	-283556.4375078148	-560188.0981404552	0.317632142079128	-231686.3555051295	-585204.3616662595	0.4922424476122134	0.8098745896913414	1.0
14644	2011-01-01 13:01:00	-283556.4269422429	-560188.1031494449	0.317632142079128	-231686.34338715402	-585204.3713448644	0.4922424476122134	0.8098745896913414	1.0
14645	2011-01-01 13:01:15	-283556.428704864	-560188.1120911504	0.317632142079128	-231686.34254623894	-585204.378836612	0.4922424476122134	0.8098745896913414	1.0
14646	2011-01-01 13:01:30	-283556.4291242175	-560188.105775075	0.317632142079128	-231686.34148203465	-585204.3727499172	0.4922424476122134	0.8098745896913414	1.0
14647	2011-01-01 13:01:45	-283556.42898336204	-560188.103811771	0.317632142079128	-231686.34421927115	-585204.3739440335	0.4922424476122134	0.8098745896913414	1.0
14648	2011-01-01 13:02:00	-283556.42898758024	-560188.1055051374	0.317632142079128	-231686.34590798992	-585204.3709976517	0.4922424476122134	0.8098745896913414	1.0
14649	2011-01-01 13:02:15	-283556.4252720644	-560188.0985692505	0.317632142079128	-231686.33965602698	-585204.366314019	0.4922424476122134	0.8098745896913414	1.0
14650	2011-01-01 13:02:30	-283556.42740900227	-560188.1049477827	0.4242918531555719	-231686.34211889267	-585204.3705453725	0.6589162075329128	1.0832080606884846	1.0
